season,match_id,player,player_runs,player_wickets,fielding_points,runs_points,bowling_points,total_points,DOB,Country,matchday_player_age
2011-01-01,465.0,SC Ganguly,32.0,0.0,0.0,32.0,0.0,32.0,1972-08-07,India,38.0
2011-01-01,474.0,SC Ganguly,0.0,0.0,0.0,-2.0,0.0,-2.0,1972-08-07,India,38.0
2011-01-01,477.0,SC Ganguly,18.0,0.0,8.0,18.0,0.0,26.0,1972-08-07,India,38.0
2012-01-01,489.0,SC Ganguly,3.0,0.0,0.0,3.0,0.0,3.0,1972-08-07,India,39.0
2012-01-01,494.0,SC Ganguly,20.0,0.0,16.0,20.0,0.0,36.0,1972-08-07,India,39.0
2012-01-01,500.0,SC Ganguly,16.0,0.0,0.0,16.0,0.0,16.0,1972-08-07,India,39.0
2012-01-01,503.0,SC Ganguly,16.0,0.0,0.0,16.0,0.0,16.0,1972-08-07,India,39.0
2012-01-01,508.0,SC Ganguly,6.0,0.0,0.0,6.0,0.0,6.0,1972-08-07,India,39.0
2012-01-01,511.0,SC Ganguly,24.0,0.0,0.0,24.0,0.0,24.0,1972-08-07,India,39.0
2012-01-01,514.0,SC Ganguly,41.0,2.0,8.0,41.0,50.0,99.0,1972-08-07,India,39.0
2012-01-01,518.0,SC Ganguly,1.0,0.0,0.0,1.0,0.0,1.0,1972-08-07,India,39.0
2012-01-01,520.0,SC Ganguly,23.0,0.0,0.0,23.0,0.0,23.0,1972-08-07,India,39.0
2012-01-01,527.0,SC Ganguly,45.0,0.0,0.0,45.0,0.0,45.0,1972-08-07,India,39.0
2012-01-01,530.0,SC Ganguly,16.0,0.0,8.0,16.0,0.0,24.0,1972-08-07,India,39.0
2012-01-01,532.0,SC Ganguly,36.0,0.0,8.0,36.0,0.0,44.0,1972-08-07,India,39.0
2012-01-01,537.0,SC Ganguly,14.0,0.0,0.0,14.0,0.0,14.0,1972-08-07,India,39.0
2012-01-01,544.0,SC Ganguly,2.0,0.0,8.0,2.0,0.0,10.0,1972-08-07,India,39.0
2012-01-01,554.0,SC Ganguly,5.0,0.0,0.0,5.0,0.0,5.0,1972-08-07,India,39.0
2009-01-01,302.0,SC Ganguly,0.0,2.0,0.0,-2.0,50.0,48.0,1972-08-07,India,36.0
2008-01-01,239.0,BB McCullum,158.0,0.0,8.0,174.0,0.0,182.0,1981-09-27,New Zealand,26.0
2008-01-01,243.0,BB McCullum,5.0,0.0,0.0,5.0,0.0,5.0,1981-09-27,New Zealand,26.0
2008-01-01,250.0,BB McCullum,24.0,0.0,0.0,24.0,0.0,24.0,1981-09-27,New Zealand,26.0
2008-01-01,254.0,BB McCullum,1.0,0.0,0.0,1.0,0.0,1.0,1981-09-27,New Zealand,26.0
2009-01-01,300.0,BB McCullum,1.0,0.0,6.0,1.0,0.0,7.0,1981-09-27,New Zealand,27.0
2009-01-01,302.0,BB McCullum,21.0,0.0,6.0,21.0,0.0,27.0,1981-09-27,New Zealand,27.0
2009-01-01,302.0,BB McCullum,21.0,0.0,16.0,21.0,0.0,37.0,1981-09-27,New Zealand,27.0
2009-01-01,305.0,BB McCullum,3.0,0.0,0.0,3.0,0.0,3.0,1981-09-27,New Zealand,27.0
2009-01-01,311.0,BB McCullum,1.0,0.0,6.0,1.0,0.0,7.0,1981-09-27,New Zealand,27.0
2009-01-01,311.0,BB McCullum,1.0,0.0,8.0,1.0,0.0,9.0,1981-09-27,New Zealand,27.0
2009-01-01,313.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,27.0
2009-01-01,317.0,BB McCullum,5.0,0.0,16.0,5.0,0.0,21.0,1981-09-27,New Zealand,27.0
2009-01-01,321.0,BB McCullum,19.0,0.0,0.0,19.0,0.0,19.0,1981-09-27,New Zealand,27.0
2009-01-01,325.0,BB McCullum,35.0,0.0,0.0,35.0,0.0,35.0,1981-09-27,New Zealand,27.0
2009-01-01,333.0,BB McCullum,6.0,0.0,0.0,6.0,0.0,6.0,1981-09-27,New Zealand,27.0
2009-01-01,335.0,BB McCullum,84.0,0.0,8.0,92.0,0.0,100.0,1981-09-27,New Zealand,27.0
2009-01-01,342.0,BB McCullum,20.0,0.0,0.0,20.0,0.0,20.0,1981-09-27,New Zealand,27.0
2009-01-01,345.0,BB McCullum,81.0,0.0,0.0,89.0,0.0,89.0,1981-09-27,New Zealand,27.0
2009-01-01,347.0,BB McCullum,9.0,0.0,0.0,9.0,0.0,9.0,1981-09-27,New Zealand,27.0
2010-01-01,392.0,BB McCullum,6.0,0.0,8.0,6.0,0.0,14.0,1981-09-27,New Zealand,28.0
2010-01-01,396.0,BB McCullum,45.0,0.0,0.0,45.0,0.0,45.0,1981-09-27,New Zealand,28.0
2010-01-01,401.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,28.0
2010-01-01,406.0,BB McCullum,6.0,0.0,6.0,6.0,0.0,12.0,1981-09-27,New Zealand,28.0
2010-01-01,409.0,BB McCullum,57.0,0.0,8.0,65.0,0.0,73.0,1981-09-27,New Zealand,28.0
2011-01-01,416.0,BB McCullum,45.0,0.0,8.0,45.0,0.0,53.0,1981-09-27,New Zealand,29.0
2011-01-01,423.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,29.0
2011-01-01,426.0,BB McCullum,81.0,0.0,0.0,89.0,0.0,89.0,1981-09-27,New Zealand,29.0
2011-01-01,431.0,BB McCullum,47.0,0.0,0.0,47.0,0.0,47.0,1981-09-27,New Zealand,29.0
2011-01-01,434.0,BB McCullum,23.0,0.0,0.0,23.0,0.0,23.0,1981-09-27,New Zealand,29.0
2011-01-01,444.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,29.0
2011-01-01,448.0,BB McCullum,7.0,0.0,0.0,7.0,0.0,7.0,1981-09-27,New Zealand,29.0
2011-01-01,453.0,BB McCullum,37.0,0.0,0.0,37.0,0.0,37.0,1981-09-27,New Zealand,29.0
2011-01-01,457.0,BB McCullum,1.0,0.0,8.0,1.0,0.0,9.0,1981-09-27,New Zealand,29.0
2011-01-01,462.0,BB McCullum,22.0,0.0,0.0,22.0,0.0,22.0,1981-09-27,New Zealand,29.0
2011-01-01,469.0,BB McCullum,32.0,0.0,0.0,32.0,0.0,32.0,1981-09-27,New Zealand,29.0
2011-01-01,473.0,BB McCullum,29.0,0.0,0.0,29.0,0.0,29.0,1981-09-27,New Zealand,29.0
2011-01-01,476.0,BB McCullum,33.0,0.0,0.0,33.0,0.0,33.0,1981-09-27,New Zealand,29.0
2012-01-01,488.0,BB McCullum,9.0,0.0,0.0,9.0,0.0,9.0,1981-09-27,New Zealand,30.0
2012-01-01,493.0,BB McCullum,2.0,0.0,8.0,2.0,0.0,10.0,1981-09-27,New Zealand,30.0
2012-01-01,509.0,BB McCullum,15.0,0.0,6.0,15.0,0.0,21.0,1981-09-27,New Zealand,30.0
2012-01-01,516.0,BB McCullum,10.0,0.0,8.0,10.0,0.0,18.0,1981-09-27,New Zealand,30.0
2012-01-01,523.0,BB McCullum,43.0,0.0,8.0,43.0,0.0,51.0,1981-09-27,New Zealand,30.0
2012-01-01,526.0,BB McCullum,2.0,0.0,6.0,2.0,0.0,8.0,1981-09-27,New Zealand,30.0
2012-01-01,526.0,BB McCullum,2.0,0.0,8.0,2.0,0.0,10.0,1981-09-27,New Zealand,30.0
2012-01-01,532.0,BB McCullum,42.0,0.0,6.0,42.0,0.0,48.0,1981-09-27,New Zealand,30.0
2012-01-01,536.0,BB McCullum,56.0,0.0,26.0,64.0,0.0,90.0,1981-09-27,New Zealand,30.0
2012-01-01,547.0,BB McCullum,37.0,0.0,6.0,37.0,0.0,43.0,1981-09-27,New Zealand,30.0
2012-01-01,549.0,BB McCullum,1.0,0.0,28.0,1.0,0.0,29.0,1981-09-27,New Zealand,30.0
2012-01-01,554.0,BB McCullum,41.0,0.0,24.0,41.0,0.0,65.0,1981-09-27,New Zealand,30.0
2012-01-01,557.0,BB McCullum,31.0,0.0,40.0,31.0,0.0,71.0,1981-09-27,New Zealand,30.0
2013-01-01,597.0,BB McCullum,6.0,0.0,0.0,6.0,0.0,6.0,1981-09-27,New Zealand,31.0
2014-01-01,639.0,BB McCullum,67.0,0.0,0.0,75.0,0.0,75.0,1981-09-27,New Zealand,32.0
2014-01-01,644.0,BB McCullum,9.0,0.0,8.0,9.0,0.0,17.0,1981-09-27,New Zealand,32.0
2014-01-01,646.0,BB McCullum,6.0,0.0,12.0,6.0,0.0,18.0,1981-09-27,New Zealand,32.0
2014-01-01,649.0,BB McCullum,71.0,0.0,8.0,79.0,0.0,87.0,1981-09-27,New Zealand,32.0
2014-01-01,653.0,BB McCullum,40.0,0.0,0.0,40.0,0.0,40.0,1981-09-27,New Zealand,32.0
2014-01-01,657.0,BB McCullum,56.0,0.0,8.0,64.0,0.0,72.0,1981-09-27,New Zealand,32.0
2014-01-01,662.0,BB McCullum,32.0,0.0,0.0,32.0,0.0,32.0,1981-09-27,New Zealand,32.0
2014-01-01,665.0,BB McCullum,33.0,0.0,0.0,33.0,0.0,33.0,1981-09-27,New Zealand,32.0
2014-01-01,669.0,BB McCullum,13.0,0.0,8.0,13.0,0.0,21.0,1981-09-27,New Zealand,32.0
2014-01-01,673.0,BB McCullum,6.0,0.0,6.0,6.0,0.0,12.0,1981-09-27,New Zealand,32.0
2014-01-01,678.0,BB McCullum,19.0,0.0,8.0,19.0,0.0,27.0,1981-09-27,New Zealand,32.0
2014-01-01,683.0,BB McCullum,28.0,0.0,0.0,28.0,0.0,28.0,1981-09-27,New Zealand,32.0
2014-01-01,694.0,BB McCullum,14.0,0.0,8.0,14.0,0.0,22.0,1981-09-27,New Zealand,32.0
2014-01-01,695.0,BB McCullum,11.0,0.0,0.0,11.0,0.0,11.0,1981-09-27,New Zealand,32.0
2015-01-01,698.0,BB McCullum,4.0,0.0,0.0,4.0,0.0,4.0,1981-09-27,New Zealand,33.0
2015-01-01,700.0,BB McCullum,100.0,0.0,0.0,116.0,0.0,116.0,1981-09-27,New Zealand,33.0
2015-01-01,709.0,BB McCullum,46.0,0.0,0.0,46.0,0.0,46.0,1981-09-27,New Zealand,33.0
2015-01-01,712.0,BB McCullum,12.0,0.0,0.0,12.0,0.0,12.0,1981-09-27,New Zealand,33.0
2015-01-01,717.0,BB McCullum,4.0,0.0,0.0,4.0,0.0,4.0,1981-09-27,New Zealand,33.0
2015-01-01,721.0,BB McCullum,66.0,0.0,0.0,74.0,0.0,74.0,1981-09-27,New Zealand,33.0
2015-01-01,726.0,BB McCullum,19.0,0.0,8.0,19.0,0.0,27.0,1981-09-27,New Zealand,33.0
2015-01-01,706.0,BB McCullum,32.0,0.0,0.0,32.0,0.0,32.0,1981-09-27,New Zealand,33.0
2015-01-01,730.0,BB McCullum,12.0,0.0,0.0,12.0,0.0,12.0,1981-09-27,New Zealand,33.0
2015-01-01,733.0,BB McCullum,20.0,0.0,0.0,20.0,0.0,20.0,1981-09-27,New Zealand,33.0
2015-01-01,738.0,BB McCullum,23.0,0.0,0.0,23.0,0.0,23.0,1981-09-27,New Zealand,33.0
2015-01-01,742.0,BB McCullum,81.0,0.0,0.0,89.0,0.0,89.0,1981-09-27,New Zealand,33.0
2015-01-01,744.0,BB McCullum,11.0,0.0,0.0,11.0,0.0,11.0,1981-09-27,New Zealand,33.0
2015-01-01,748.0,BB McCullum,6.0,0.0,8.0,6.0,0.0,14.0,1981-09-27,New Zealand,33.0
2016-01-01,758.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,34.0
2016-01-01,761.0,BB McCullum,49.0,0.0,0.0,49.0,0.0,49.0,1981-09-27,New Zealand,34.0
2016-01-01,764.0,BB McCullum,6.0,0.0,0.0,6.0,0.0,6.0,1981-09-27,New Zealand,34.0
2016-01-01,770.0,BB McCullum,18.0,0.0,0.0,18.0,0.0,18.0,1981-09-27,New Zealand,34.0
2016-01-01,774.0,BB McCullum,42.0,0.0,0.0,42.0,0.0,42.0,1981-09-27,New Zealand,34.0
2016-01-01,778.0,BB McCullum,60.0,0.0,0.0,68.0,0.0,68.0,1981-09-27,New Zealand,34.0
2016-01-01,780.0,BB McCullum,43.0,0.0,0.0,43.0,0.0,43.0,1981-09-27,New Zealand,34.0
2016-01-01,783.0,BB McCullum,1.0,0.0,0.0,1.0,0.0,1.0,1981-09-27,New Zealand,34.0
2016-01-01,786.0,BB McCullum,1.0,0.0,0.0,1.0,0.0,1.0,1981-09-27,New Zealand,34.0
2016-01-01,789.0,BB McCullum,7.0,0.0,0.0,7.0,0.0,7.0,1981-09-27,New Zealand,34.0
2016-01-01,793.0,BB McCullum,29.0,0.0,0.0,29.0,0.0,29.0,1981-09-27,New Zealand,34.0
2016-01-01,799.0,BB McCullum,11.0,0.0,0.0,11.0,0.0,11.0,1981-09-27,New Zealand,34.0
2016-01-01,806.0,BB McCullum,6.0,0.0,0.0,6.0,0.0,6.0,1981-09-27,New Zealand,34.0
2016-01-01,809.0,BB McCullum,48.0,0.0,0.0,48.0,0.0,48.0,1981-09-27,New Zealand,34.0
2016-01-01,812.0,BB McCullum,1.0,0.0,0.0,1.0,0.0,1.0,1981-09-27,New Zealand,34.0
2016-01-01,814.0,BB McCullum,32.0,0.0,12.0,32.0,0.0,44.0,1981-09-27,New Zealand,34.0
2017-01-01,2.0,BB McCullum,35.0,0.0,0.0,35.0,0.0,35.0,1981-09-27,New Zealand,35.0
2017-01-01,5.0,BB McCullum,5.0,0.0,8.0,5.0,0.0,13.0,1981-09-27,New Zealand,35.0
2017-01-01,12.0,BB McCullum,49.0,0.0,8.0,49.0,0.0,57.0,1981-09-27,New Zealand,35.0
2017-01-01,15.0,BB McCullum,64.0,0.0,8.0,72.0,0.0,80.0,1981-09-27,New Zealand,35.0
2017-01-01,19.0,BB McCullum,72.0,0.0,0.0,80.0,0.0,80.0,1981-09-27,New Zealand,35.0
2017-01-01,22.0,BB McCullum,33.0,0.0,14.0,33.0,0.0,47.0,1981-09-27,New Zealand,35.0
2017-01-01,25.0,BB McCullum,6.0,0.0,8.0,6.0,0.0,14.0,1981-09-27,New Zealand,35.0
2017-01-01,29.0,BB McCullum,3.0,0.0,14.0,3.0,0.0,17.0,1981-09-27,New Zealand,35.0
2017-01-01,33.0,BB McCullum,6.0,0.0,8.0,6.0,0.0,14.0,1981-09-27,New Zealand,35.0
2017-01-01,37.0,BB McCullum,45.0,0.0,8.0,45.0,0.0,53.0,1981-09-27,New Zealand,35.0
2017-01-01,40.0,BB McCullum,1.0,0.0,0.0,1.0,0.0,1.0,1981-09-27,New Zealand,35.0
2018-01-01,61.0,BB McCullum,43.0,0.0,8.0,43.0,0.0,51.0,1981-09-27,New Zealand,36.0
2018-01-01,66.0,BB McCullum,0.0,0.0,0.0,-2.0,0.0,-2.0,1981-09-27,New Zealand,36.0
2018-01-01,69.0,BB McCullum,4.0,0.0,0.0,4.0,0.0,4.0,1981-09-27,New Zealand,36.0
2018-01-01,87.0,BB McCullum,38.0,0.0,0.0,38.0,0.0,38.0,1981-09-27,New Zealand,36.0
2018-01-01,89.0,BB McCullum,37.0,0.0,0.0,37.0,0.0,37.0,1981-09-27,New Zealand,36.0
2018-01-01,93.0,BB McCullum,5.0,0.0,0.0,5.0,0.0,5.0,1981-09-27,New Zealand,36.0
2008-01-01,239.0,RT Ponting,20.0,0.0,16.0,20.0,0.0,36.0,1974-12-19,Australia,33.0
2008-01-01,243.0,RT Ponting,0.0,0.0,0.0,-2.0,0.0,-2.0,1974-12-19,Australia,33.0
2008-01-01,250.0,RT Ponting,0.0,0.0,0.0,-2.0,0.0,-2.0,1974-12-19,Australia,33.0
2008-01-01,254.0,RT Ponting,19.0,0.0,0.0,19.0,0.0,19.0,1974-12-19,Australia,33.0
2013-01-01,562.0,RT Ponting,28.0,0.0,0.0,28.0,0.0,28.0,1974-12-19,Australia,38.0
2013-01-01,565.0,RT Ponting,6.0,0.0,8.0,6.0,0.0,14.0,1974-12-19,Australia,38.0
2013-01-01,569.0,RT Ponting,0.0,0.0,8.0,-2.0,0.0,6.0,1974-12-19,Australia,38.0
2013-01-01,574.0,RT Ponting,14.0,0.0,0.0,14.0,0.0,14.0,1974-12-19,Australia,38.0
2013-01-01,582.0,RT Ponting,4.0,0.0,0.0,4.0,0.0,4.0,1974-12-19,Australia,38.0
2008-01-01,239.0,DJ Hussey,12.0,0.0,0.0,12.0,0.0,12.0,1977-07-15,Australia,30.0
2008-01-01,243.0,DJ Hussey,38.0,1.0,8.0,38.0,25.0,71.0,1977-07-15,Australia,30.0
2008-01-01,250.0,DJ Hussey,0.0,0.0,0.0,-2.0,0.0,-2.0,1977-07-15,Australia,30.0
2008-01-01,254.0,DJ Hussey,17.0,0.0,8.0,17.0,0.0,25.0,1977-07-15,Australia,30.0
2008-01-01,257.0,DJ Hussey,42.0,0.0,8.0,42.0,0.0,50.0,1977-07-15,Australia,30.0
2008-01-01,260.0,DJ Hussey,71.0,1.0,6.0,79.0,25.0,110.0,1977-07-15,Australia,30.0
2008-01-01,267.0,DJ Hussey,26.0,0.0,0.0,26.0,0.0,26.0,1977-07-15,Australia,30.0
2008-01-01,271.0,DJ Hussey,57.0,0.0,0.0,65.0,0.0,65.0,1977-07-15,Australia,30.0
2008-01-01,274.0,DJ Hussey,31.0,0.0,16.0,31.0,0.0,47.0,1977-07-15,Australia,30.0
2008-01-01,278.0,DJ Hussey,2.0,0.0,0.0,2.0,0.0,2.0,1977-07-15,Australia,30.0
2008-01-01,282.0,DJ Hussey,0.0,0.0,0.0,-2.0,0.0,-2.0,1977-07-15,Australia,30.0
2008-01-01,284.0,DJ Hussey,11.0,0.0,0.0,11.0,0.0,11.0,1977-07-15,Australia,30.0
2008-01-01,291.0,DJ Hussey,12.0,0.0,0.0,12.0,0.0,12.0,1977-07-15,Australia,30.0
2009-01-01,335.0,DJ Hussey,43.0,0.0,0.0,43.0,0.0,43.0,1977-07-15,Australia,31.0
2009-01-01,342.0,DJ Hussey,43.0,0.0,8.0,43.0,0.0,51.0,1977-07-15,Australia,31.0
2009-01-01,345.0,DJ Hussey,3.0,0.0,0.0,3.0,0.0,3.0,1977-07-15,Australia,31.0
2009-01-01,347.0,DJ Hussey,9.0,0.0,12.0,9.0,0.0,21.0,1977-07-15,Australia,31.0
2010-01-01,375.0,DJ Hussey,3.0,0.0,8.0,3.0,0.0,11.0,1977-07-15,Australia,32.0
2010-01-01,379.0,DJ Hussey,29.0,0.0,8.0,29.0,0.0,37.0,1977-07-15,Australia,32.0
2010-01-01,383.0,DJ Hussey,31.0,0.0,8.0,31.0,0.0,39.0,1977-07-15,Australia,32.0
2010-01-01,387.0,DJ Hussey,11.0,0.0,8.0,11.0,0.0,19.0,1977-07-15,Australia,32.0
2010-01-01,401.0,DJ Hussey,0.0,0.0,0.0,-2.0,0.0,-2.0,1977-07-15,Australia,32.0
2010-01-01,409.0,DJ Hussey,20.0,0.0,0.0,20.0,0.0,20.0,1977-07-15,Australia,32.0
2011-01-01,438.0,DJ Hussey,20.0,1.0,0.0,20.0,25.0,45.0,1977-07-15,Australia,33.0
2011-01-01,449.0,DJ Hussey,15.0,0.0,8.0,15.0,0.0,23.0,1977-07-15,Australia,33.0
2011-01-01,452.0,DJ Hussey,1.0,0.0,8.0,1.0,0.0,9.0,1977-07-15,Australia,33.0
2011-01-01,463.0,DJ Hussey,4.0,0.0,8.0,4.0,0.0,12.0,1977-07-15,Australia,33.0
2011-01-01,466.0,DJ Hussey,0.0,0.0,0.0,-2.0,0.0,-2.0,1977-07-15,Australia,33.0
2011-01-01,469.0,DJ Hussey,21.0,0.0,18.0,21.0,0.0,39.0,1977-07-15,Australia,33.0
2011-01-01,472.0,DJ Hussey,3.0,0.0,0.0,3.0,0.0,3.0,1977-07-15,Australia,33.0
2011-01-01,475.0,DJ Hussey,0.0,0.0,24.0,-2.0,0.0,22.0,1977-07-15,Australia,33.0
2012-01-01,490.0,DJ Hussey,13.0,0.0,0.0,13.0,0.0,13.0,1977-07-15,Australia,34.0
2012-01-01,494.0,DJ Hussey,18.0,0.0,0.0,18.0,0.0,18.0,1977-07-15,Australia,34.0
2012-01-01,504.0,DJ Hussey,32.0,0.0,0.0,32.0,0.0,32.0,1977-07-15,Australia,34.0
2012-01-01,509.0,DJ Hussey,10.0,0.0,0.0,10.0,0.0,10.0,1977-07-15,Australia,34.0
2012-01-01,512.0,DJ Hussey,41.0,0.0,8.0,41.0,0.0,49.0,1977-07-15,Australia,34.0
2012-01-01,515.0,DJ Hussey,21.0,0.0,0.0,21.0,0.0,21.0,1977-07-15,Australia,34.0
2012-01-01,519.0,DJ Hussey,68.0,0.0,0.0,76.0,0.0,76.0,1977-07-15,Australia,34.0
2012-01-01,522.0,DJ Hussey,7.0,1.0,8.0,7.0,25.0,40.0,1977-07-15,Australia,34.0
2012-01-01,529.0,DJ Hussey,45.0,0.0,0.0,45.0,0.0,45.0,1977-07-15,Australia,34.0
2012-01-01,533.0,DJ Hussey,8.0,0.0,0.0,8.0,0.0,8.0,1977-07-15,Australia,34.0
2012-01-01,538.0,DJ Hussey,16.0,2.0,0.0,16.0,50.0,66.0,1977-07-15,Australia,34.0
2012-01-01,545.0,DJ Hussey,65.0,0.0,0.0,73.0,0.0,73.0,1977-07-15,Australia,34.0
2012-01-01,548.0,DJ Hussey,40.0,0.0,0.0,40.0,0.0,40.0,1977-07-15,Australia,34.0
2012-01-01,550.0,DJ Hussey,9.0,0.0,0.0,9.0,0.0,9.0,1977-07-15,Australia,34.0
2012-01-01,553.0,DJ Hussey,3.0,0.0,8.0,3.0,0.0,11.0,1977-07-15,Australia,34.0
2013-01-01,566.0,DJ Hussey,8.0,0.0,0.0,8.0,0.0,8.0,1977-07-15,Australia,35.0
2013-01-01,570.0,DJ Hussey,41.0,0.0,0.0,41.0,0.0,41.0,1977-07-15,Australia,35.0
2013-01-01,577.0,DJ Hussey,41.0,0.0,0.0,41.0,0.0,41.0,1977-07-15,Australia,35.0
2013-01-01,579.0,DJ Hussey,12.0,0.0,8.0,12.0,0.0,20.0,1977-07-15,Australia,35.0
2013-01-01,584.0,DJ Hussey,22.0,0.0,8.0,22.0,0.0,30.0,1977-07-15,Australia,35.0
2013-01-01,622.0,DJ Hussey,20.0,0.0,8.0,20.0,0.0,28.0,1977-07-15,Australia,35.0
2013-01-01,594.0,DJ Hussey,21.0,0.0,0.0,21.0,0.0,21.0,1977-07-15,Australia,35.0
2013-01-01,600.0,DJ Hussey,34.0,0.0,0.0,34.0,0.0,34.0,1977-07-15,Australia,35.0
2013-01-01,604.0,DJ Hussey,22.0,0.0,0.0,22.0,0.0,22.0,1977-07-15,Australia,35.0
2013-01-01,627.0,DJ Hussey,13.0,0.0,0.0,13.0,0.0,13.0,1977-07-15,Australia,35.0
2013-01-01,615.0,DJ Hussey,1.0,0.0,0.0,1.0,0.0,1.0,1977-07-15,Australia,35.0
2014-01-01,678.0,DJ Hussey,25.0,2.0,0.0,25.0,50.0,75.0,1977-07-15,Australia,36.0
2014-01-01,686.0,DJ Hussey,50.0,0.0,0.0,58.0,0.0,58.0,1977-07-15,Australia,36.0
2014-01-01,694.0,DJ Hussey,40.0,0.0,8.0,40.0,0.0,48.0,1977-07-15,Australia,36.0
2014-01-01,695.0,DJ Hussey,1.0,0.0,0.0,1.0,0.0,1.0,1977-07-15,Australia,36.0
