season,match_id,player,runs_points,bowling_points,fielding_points,total_points,DOB,Country,matchday_player_age
2014-01-01,664,JH Kallis,10.0,25.0,8.0,43.0,1975-10-16,South Africa,38.0
2008-01-01,239,RT Ponting,20.0,0.0,16.0,36.0,1974-12-19,Australia,33.0
2013-01-01,562,RT Ponting,28.0,0.0,0.0,28.0,1974-12-19,Australia,38.0
2008-01-01,239,AA Noffke,9.0,25.0,0.0,34.0,1977-04-30,Australia,30.0
2008-01-01,239,Z Khan,3.0,25.0,0.0,28.0,1978-07-10,India,29.0
2008-01-01,242,Z Khan,-2.0,50.0,20.0,68.0,1978-07-10,India,29.0
2008-01-01,249,Z Khan,17.0,25.0,0.0,42.0,1978-07-10,India,29.0
2008-01-01,253,Z Khan,8.0,75.0,0.0,83.0,1978-07-10,India,29.0
2008-01-01,255,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,29.0
2008-01-01,290,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,29.0
2008-01-01,263,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,29.0
2008-01-01,267,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,29.0
2009-01-01,311,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,30.0
2009-01-01,314,Z Khan,-2.0,25.0,8.0,31.0,1978-07-10,India,30.0
2009-01-01,317,Z Khan,2.0,75.0,0.0,77.0,1978-07-10,India,30.0
2009-01-01,322,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,30.0
2010-01-01,367,Z Khan,23.0,25.0,0.0,48.0,1978-07-10,India,31.0
2010-01-01,370,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,31.0
2010-01-01,378,Z Khan,-2.0,75.0,0.0,73.0,1978-07-10,India,31.0
2010-01-01,380,Z Khan,-2.0,75.0,8.0,81.0,1978-07-10,India,31.0
2010-01-01,386,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,31.0
2010-01-01,398,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,31.0
2010-01-01,405,Z Khan,-2.0,25.0,16.0,39.0,1978-07-10,India,31.0
2011-01-01,424,Z Khan,-2.0,75.0,0.0,73.0,1978-07-10,India,32.0
2011-01-01,427,Z Khan,-2.0,25.0,8.0,31.0,1978-07-10,India,32.0
2011-01-01,442,Z Khan,-2.0,25.0,8.0,31.0,1978-07-10,India,32.0
2011-01-01,462,Z Khan,-2.0,25.0,8.0,31.0,1978-07-10,India,32.0
2011-01-01,470,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,32.0
2011-01-01,481,Z Khan,-2.0,50.0,8.0,56.0,1978-07-10,India,32.0
2011-01-01,483,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,32.0
2012-01-01,491,Z Khan,-2.0,25.0,8.0,31.0,1978-07-10,India,33.0
2012-01-01,496,Z Khan,11.0,50.0,8.0,69.0,1978-07-10,India,33.0
2012-01-01,505,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,33.0
2012-01-01,512,Z Khan,-2.0,50.0,8.0,56.0,1978-07-10,India,33.0
2012-01-01,517,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,33.0
2012-01-01,523,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,33.0
2012-01-01,541,Z Khan,-2.0,50.0,8.0,56.0,1978-07-10,India,33.0
2012-01-01,546,Z Khan,1.0,25.0,0.0,26.0,1978-07-10,India,33.0
2012-01-01,551,Z Khan,-2.0,75.0,0.0,73.0,1978-07-10,India,33.0
2012-01-01,555,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,33.0
2013-01-01,608,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,34.0
2013-01-01,631,Z Khan,-2.0,116.0,8.0,122.0,1978-07-10,India,34.0
2014-01-01,637,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,35.0
2014-01-01,641,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,35.0
2014-01-01,656,Z Khan,1.0,50.0,0.0,51.0,1978-07-10,India,35.0
2015-01-01,727,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,36.0
2015-01-01,740,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,36.0
2015-01-01,744,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,36.0
2016-01-01,762,Z Khan,-2.0,25.0,6.0,29.0,1978-07-10,India,37.0
2016-01-01,766,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,37.0
2016-01-01,772,Z Khan,-2.0,25.0,12.0,35.0,1978-07-10,India,37.0
2016-01-01,781,Z Khan,-2.0,75.0,0.0,73.0,1978-07-10,India,37.0
2016-01-01,786,Z Khan,-2.0,25.0,0.0,23.0,1978-07-10,India,37.0
2016-01-01,791,Z Khan,-2.0,25.0,6.0,29.0,1978-07-10,India,37.0
2016-01-01,802,Z Khan,2.0,25.0,0.0,27.0,1978-07-10,India,37.0
2017-01-01,4,Z Khan,1.0,50.0,0.0,51.0,1978-07-10,India,38.0
2017-01-01,8,Z Khan,-2.0,75.0,0.0,73.0,1978-07-10,India,38.0
2017-01-01,17,Z Khan,-2.0,50.0,8.0,56.0,1978-07-10,India,38.0
2017-01-01,50,Z Khan,-2.0,50.0,0.0,48.0,1978-07-10,India,38.0
2017-01-01,54,Z Khan,1.0,25.0,8.0,34.0,1978-07-10,India,38.0
2008-01-01,239,P Kumar,18.0,0.0,8.0,26.0,1986-02-10,India,21.0
2008-01-01,249,P Kumar,34.0,25.0,0.0,59.0,1986-02-10,India,21.0
2008-01-01,253,P Kumar,6.0,25.0,0.0,31.0,1986-02-10,India,21.0
2008-01-01,290,P Kumar,8.0,75.0,0.0,83.0,1986-02-10,India,21.0
2008-01-01,263,P Kumar,-2.0,50.0,0.0,48.0,1986-02-10,India,21.0
2008-01-01,267,P Kumar,4.0,25.0,8.0,37.0,1986-02-10,India,21.0
2008-01-01,283,P Kumar,2.0,25.0,0.0,27.0,1986-02-10,India,21.0
2008-01-01,286,P Kumar,21.0,25.0,0.0,46.0,1986-02-10,India,21.0
2009-01-01,298,P Kumar,8.0,50.0,0.0,58.0,1986-02-10,India,22.0
2009-01-01,301,P Kumar,-2.0,50.0,0.0,48.0,1986-02-10,India,22.0
2009-01-01,303,P Kumar,14.0,25.0,8.0,47.0,1986-02-10,India,22.0
2009-01-01,318,P Kumar,9.0,50.0,0.0,59.0,1986-02-10,India,22.0
2009-01-01,338,P Kumar,12.0,25.0,12.0,49.0,1986-02-10,India,22.0
2009-01-01,338,P Kumar,12.0,25.0,6.0,43.0,1986-02-10,India,22.0
2009-01-01,346,P Kumar,-2.0,75.0,0.0,73.0,1986-02-10,India,22.0
2009-01-01,352,P Kumar,-2.0,25.0,0.0,23.0,1986-02-10,India,22.0
2010-01-01,357,P Kumar,3.0,25.0,0.0,28.0,1986-02-10,India,23.0
2010-01-01,360,P Kumar,-2.0,25.0,0.0,23.0,1986-02-10,India,23.0
2010-01-01,363,P Kumar,-2.0,75.0,0.0,73.0,1986-02-10,India,23.0
2010-01-01,393,P Kumar,-2.0,25.0,0.0,23.0,1986-02-10,India,23.0
